time,load_shortfall_3h
2018-01-01 00:00:00,9538.366294454325
2018-01-01 03:00:00,8942.671862541894
2018-01-01 06:00:00,9842.144474589855
2018-01-01 09:00:00,9659.157784031973
2018-01-01 12:00:00,9112.336816014373
2018-01-01 15:00:00,9557.265653453876
2018-01-01 18:00:00,9272.463960253546
2018-01-01 21:00:00,8779.462191883817
2018-01-02 00:00:00,8742.56061932131
2018-01-02 03:00:00,9424.450571386791
2018-01-02 06:00:00,10200.880190415519
2018-01-02 09:00:00,10616.443388186148
2018-01-02 12:00:00,9141.888162781826
2018-01-02 15:00:00,10729.660263816484
2018-01-02 18:00:00,11418.297099574826
2018-01-02 21:00:00,10709.703297441149
2018-01-03 00:00:00,10637.47565566629
2018-01-03 03:00:00,11019.02950602609
2018-01-03 06:00:00,10701.68421033892
2018-01-03 09:00:00,11627.4845251859
2018-01-03 12:00:00,10888.696161424152
2018-01-03 15:00:00,10424.150905419978
2018-01-03 18:00:00,11655.78344152031
2018-01-03 21:00:00,11336.598428413701
2018-01-04 00:00:00,11179.269252479105
2018-01-04 03:00:00,12374.920872426505
2018-01-04 06:00:00,12216.48948600769
2018-01-04 09:00:00,11307.529551201776
2018-01-04 12:00:00,11676.852846255359
2018-01-04 15:00:00,11332.35590493001
2018-01-04 18:00:00,10026.383951804273
2018-01-04 21:00:00,9687.398979157042
2018-01-05 00:00:00,10249.671685185633
2018-01-05 03:00:00,10249.697165988619
2018-01-05 06:00:00,9364.332381987151
2018-01-05 09:00:00,8843.311403005675
2018-01-05 12:00:00,9671.978141372441
2018-01-05 15:00:00,10605.44865532282
2018-01-05 18:00:00,10569.015905347893
2018-01-05 21:00:00,10522.80514796234
2018-01-06 00:00:00,9287.324500176845
2018-01-06 03:00:00,10252.304563066158
2018-01-06 06:00:00,10437.548694114681
2018-01-06 09:00:00,10166.861962925963
2018-01-06 12:00:00,12159.574838357163
2018-01-06 15:00:00,12837.857651595492
2018-01-06 18:00:00,12504.71103114762
2018-01-06 21:00:00,12447.47842438129
2018-01-07 00:00:00,11131.98734298817
2018-01-07 03:00:00,11703.033358013636
2018-01-07 06:00:00,11496.00491315232
2018-01-07 09:00:00,11877.415084557033
2018-01-07 12:00:00,11201.039046889367
2018-01-07 15:00:00,10815.549090902467
2018-01-07 18:00:00,10879.488742939917
2018-01-07 21:00:00,11543.296834314882
2018-01-08 00:00:00,9939.393806738299
2018-01-08 03:00:00,10081.869768273733
2018-01-08 06:00:00,10989.737558794171
2018-01-08 09:00:00,9586.813497844814
2018-01-08 12:00:00,10982.843627990784
2018-01-08 15:00:00,12571.756756067683
2018-01-08 18:00:00,11728.754041052322
2018-01-08 21:00:00,11465.435084559045
2018-01-09 00:00:00,11410.04263611672
2018-01-09 03:00:00,9538.832552716805
2018-01-09 06:00:00,10532.052469426104
2018-01-09 09:00:00,10088.375749087776
2018-01-09 12:00:00,10616.234367475823
2018-01-09 15:00:00,10437.152960138417
